id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
41841,AD-ALV,heliport,Andorra la Vella (Our Lady of Meritxell Hospital) Heliport,42.511174,1.533551,3450.0,EU,AD,AD-08,Escaldes-Engordany,no,,ALV,,,http://pl.wikipedia.org/wiki/Heliport_Andorra_la_Vella,
300646,AEI,heliport,Algeciras Heliport,36.12888,-5.441118,98.0,EU,ES,ES-CA,Algeciras,yes,LEAG,AEI,,http://www.aena-aeropuertos.es/csee/Satellite/Helipuerto-Algeciras/en/Algeciras.html,https://en.wikipedia.org/wiki/Algeciras_Heliport,
31597,BG-HKV,small_airport,Malevo Airport,41.871799469,25.6047992706,600.0,EU,BG,BG-26,Haskovo,no,,HKV,,,,LB26
111,BG-JAM,medium_airport,Bezmer Air Base,42.4548988342,26.3521995544,509.0,EU,BG,BG-28,Yambol,no,LBIA,JAM,,,https://en.wikipedia.org/wiki/Bezmer_Airbase,LB44
117,BIAR,medium_airport,Akureyri Airport,65.66000366210938,-18.07270050048828,6.0,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,,,https://en.wikipedia.org/wiki/Akureyri_Airport,
118,BIBD,small_airport,Bildudalur Airport,65.64129638671875,-23.546199798583984,18.0,EU,IS,IS-4,Bildudalur,no,BIBD,BIU,,,,
30700,BIBF,small_airport,Borgarfjörður eystri Airport,65.51640319824219,-13.80500030517578,80.0,EU,IS,IS-7,Borgarfjörður eystri,no,BIBF,BGJ,,,,
30759,BIBK,small_airport,Bakkafjörður Airport,66.02189636230469,-14.824399948120115,14.0,EU,IS,IS-6,Bakkafjörður,no,BIBK,BJD,,,,
30771,BIBL,small_airport,Hjaltabakki Airport,65.6449966430664,-20.287500381469727,131.0,EU,IS,IS-5,Blönduós,no,BIBL,BLO,,,,
30789,BIBR,small_airport,Búðardalur Airport,65.07530212402344,-21.80030059814453,131.0,EU,IS,IS-3,Búðardalur,no,BIBR,BQD,,,,
30807,BIBV,small_airport,Breiðdalsvík Airport,64.790037,-14.043927,8.0,EU,IS,IS-7,Breiðdalsvík,no,BIBV,BXV,,,,
30922,BIDV,small_airport,Djúpivogur Airport,64.642372,-14.277297,9.0,EU,IS,IS-7,Djúpivogur,no,BIDV,DJU,,,,
119,BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,76.0,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
31058,BIFF,small_airport,Fáskrúðsfjörður Airport,64.931456,-14.047957,15.0,EU,IS,IS-7,Fáskrúðsfjörður,no,BIFF,FAS,,,https://en.wikipedia.org/wiki/F%C3%A1skr%C3%BA%C3%B0sfj%C3%B6r%C3%B0ur_Airport,Faskrudsfjordur
31041,BIFM,small_airport,Fagurhólsmýri Airport,63.874698638916016,-16.64109992980957,56.0,EU,IS,IS-7,Fagurhólsmýri,no,BIFM,FAG,,,,
31559,BIGF,small_airport,Grundarfjörður Airport,64.99140167236328,-23.22470092773437,17.0,EU,IS,IS-3,Grundarfjörður,no,BIGF,GUU,,,,
31531,BIGJ,small_airport,Gjögur Airport,65.99530029296875,-21.32690048217773,83.0,EU,IS,IS-4,Gjögur,no,BIGJ,GJR,,,,
31549,BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,66.0,EU,IS,IS-6,Grímsey,yes,BIGR,GRY,,,,
31656,BIHK,small_airport,Hólmavík Airport,65.70469665527344,-21.696399688720703,90.0,EU,IS,IS-4,Hólmavík,no,BIHK,HVK,,,,
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24.0,EU,IS,IS-8,Höfn,yes,BIHN,HFN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,
30726,BIHT,small_airport,Holt Airport,66.0141804294,-23.4416913986,10.0,EU,IS,IS-4,Flateyri,no,BIHT,FLI,,,,
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48.0,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,
31657,BIHV,small_airport,Krókstaðarmelar Airport,65.26640319824219,-20.846900939941406,164.0,EU,IS,IS-5,Hvammstangi,no,BIHV,HVM,,,,
31603,BIID,small_airport,Ingjaldssanður Airport,66.05000305175781,-23.69610023498535,70.0,EU,IS,IS-4,Onundarfjörður,no,BIID,HLO,,,,
122,BIIS,medium_airport,Ísafjörður Airport,66.05809783935547,-23.135299682617188,8.0,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,,,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171.0,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
32121,BIKP,small_airport,Kópasker Airport,66.31079864501953,-16.466699600219727,20.0,EU,IS,IS-6,Kópasker,no,BIKP,OPA,,,,
32246,BIKR,small_airport,Sauðárkrókur Airport,65.73169708249999,-19.5727996826,8.0,EU,IS,IS-5,Sauðárkrókur,no,BIKR,SAK,,,https://en.wikipedia.org/wiki/Sau%C3%B0%C3%A1rkr%C3%B3kur_Airport,
32044,BINF,small_airport,Norðfjörður Airport,65.13189697265625,-13.746399879455566,13.0,EU,IS,IS-7,Norðfjörður,no,BINF,NOR,,,,
32096,BIOF,small_airport,Ólafsfjörður Airport,66.08329772949219,-18.66670036315918,32.0,EU,IS,IS-6,Ólafsfjörður,no,BIOF,OFJ,,,,
124,BIPA,small_airport,Patreksfjörður Airport,65.555801,-23.965,11.0,EU,IS,IS-4,Patreksfjörður,no,BIPA,PFJ,,,https://en.wikipedia.org/wiki/Patreksfj%C3%B6r%C3%B0ur_Airport,
32207,BIRE,small_airport,Reykhólar Airport,65.45262908935547,-22.20611572265625,60.0,EU,IS,IS-4,Reykhólar,no,BIRE,RHA,,,,
30741,BIRF,small_airport,Rif Airport,64.9113998413,-23.8230991364,18.0,EU,IS,IS-3,Rif,no,BIRF,OLI,,,,
32205,BIRG,small_airport,Raufarhöfn Airport,66.40640258789062,-15.918299674987791,39.0,EU,IS,IS-6,Raufarhöfn,no,BIRG,RFN,,,,
125,BIRK,medium_airport,Reykjavik Airport,64.1299972534,-21.9405994415,48.0,EU,IS,IS-1,Reykjavik,yes,BIRK,RKV,,,https://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK
31973,BIRL,small_airport,Reykjahlíð Airport,65.65579986572266,-16.918100357055664,1030.0,EU,IS,IS-6,Myvatn,no,BIRL,MVA,,,,
126,BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,10.0,EU,IS,IS-6,Siglufjörður,no,BISI,SIJ,,,https://en.wikipedia.org/wiki/Siglufj%C3%B6r%C3%B0ur_Airport,
32415,BIST,small_airport,Stykkishólmur Airport,65.05809783935547,-22.7942008972168,42.0,EU,IS,IS-3,Stykkishólmur,no,BIST,SYK,,,,
32436,BITE,small_airport,Þingeyri Airport,65.87030029296875,-23.559999465942383,65.0,EU,IS,IS-4,Þingeyri,no,BITE,TEY,,,,
127,BITN,small_airport,Þórshöfn Airport,66.218498,-15.3356,65.0,EU,IS,IS-6,Þórshöfn,yes,BITN,THO,,,https://en.wikipedia.org/wiki/Thorshofn_Airport,Thorshofn
128,BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,326.0,EU,IS,IS-8,Vestmannaeyjar,no,BIVM,VEY,,,https://en.wikipedia.org/wiki/Vestmannaeyjar_Airport,
32593,BIVO,small_airport,Vopnafjörður Airport,65.72059631347656,-14.850600242614746,16.0,EU,IS,IS-7,Vopnafjörður,yes,BIVO,VPN,,,,
4614,BKPR,large_airport,Priština Adem Jashari International Airport,42.5728,21.035801,1789.0,EU,XK,XK-01,Prishtina,yes,BKPR,PRN,,http://www.airportpristina.com/,https://en.wikipedia.org/wiki/Pristina_International_Airport,"LYPR, Pristina, Slatina Air Base"
329130,DE-0419,closed,Heidelberg Army Helicopter Base,49.392397,8.651935,,EU,DE,DE-BW,Heidelberg,no,ETIE,HDB,,,,
331187,DE-0428,closed,Böblingen Flugfeld,48.689544,8.996193,,EU,DE,DE-BW,Böblingen,no,,PHM,,,https://de.wikipedia.org/wiki/Flugfeld_(Stadtteil),
331188,DE-0429,closed,Böblingen Flugfeld,48.689544,8.996193,,EU,DE,DE-BW,Böblingen,no,,PHM,,,https://de.wikipedia.org/wiki/Flugfeld_(Stadtteil),
330380,DHG,small_airport,Dalnegorsk Airport,44.558748,135.490005,833.0,EU,RU,RU-PRI,Dalnegorsk,no,,DHG,,,,
330383,DLR,small_airport,Dalnerechensk Airport,45.8783,133.7363,272.0,EU,RU,RU-PRI,Dalnerechensk,yes,UHHD,DLR,,,,
315624,DPT,small_airport,Deputatskiy Airport,69.392503,139.890012,950.0,EU,RU,RU-SA,Deputatskiy,yes,UEBD,DPT,,,https://en.wikipedia.org/wiki/Deputatsky_Airport,"УЕБД, Deputatsky Airport, Аэропорт Депутатский, Deputy Airport"
2152,EBAW,medium_airport,Antwerp International Airport (Deurne),51.1894,4.46028,39.0,EU,BE,BE-VAN,Antwerp,yes,EBAW,ANR,,http://www.antwerp-airport.be/,https://en.wikipedia.org/wiki/Antwerp_International_Airport,
2155,EBBR,large_airport,Brussels Airport,50.9014015198,4.48443984985,184.0,EU,BE,BE-BRU,Brussels,yes,EBBR,BRU,,http://www.brusselsairport.be/en/,https://en.wikipedia.org/wiki/Brussels_Airport,
2157,EBCI,medium_airport,Brussels South Charleroi Airport,50.459202,4.45382,614.0,EU,BE,BE-WHT,Brussels,yes,EBCI,CRL,,http://www.charleroi-airport.com/doc.php?nd=o29&tid=29&lg=2&docid=1&site=1,https://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,Gosselies Airport
2161,EBKT,medium_airport,Wevelgem Airport,50.8172,3.20472,55.0,EU,BE,BE-VWV,Wevelgem,no,EBKT,KJK,,http://www.kortrijkairport.be,https://en.wikipedia.org/wiki/Kortrijk-Wevelgem_International_Airport,
2162,EBLG,large_airport,Liège Airport,50.63740158081055,5.443220138549805,659.0,EU,BE,BE-WLG,Liège,yes,EBLG,LGG,,http://www.liegeairport.be/,https://en.wikipedia.org/wiki/Li%C3%A8ge_Airport,
2163,EBOS,medium_airport,Ostend-Bruges International Airport,51.1988983154,2.8622200489,13.0,EU,BE,BE-VWV,Ostend,yes,EBOS,OST,,http://www.ost.aero/,https://en.wikipedia.org/wiki/Ostend-Bruges_International_Airport,
2184,EDAC,medium_airport,Altenburg-Nobitz Airport,50.981945,12.506389,640.0,EU,DE,DE-TH,Altenburg,no,EDAC,AOC,,http://www.leipzig-altenburg-airport.de/,https://en.wikipedia.org/wiki/Altenburg-Nobitz_Airport,Altenburg Nobitz
2187,EDAH,medium_airport,Heringsdorf Airport,53.8787002563,14.152299881,93.0,EU,DE,DE-MV,Heringsdorf,yes,EDAH,HDF,,,https://en.wikipedia.org/wiki/Heringsdorf_Airport,
2191,EDAU,small_airport,Riesa-Göhlis Airport,51.2936096191,13.3561105728,322.0,EU,DE,DE-SN,Riesa,no,EDAU,IES,,,,
2193,EDAX,small_airport,Rechlin-Lärz Airport,53.306388855,12.7522220612,220.0,EU,DE,DE-MV,Lärz,no,EDAX,REB,,,https://en.wikipedia.org/wiki/Rechlin-L%C3%A4rz_Airfield,
28546,EDBC,small_airport,Cochstedt Airport,51.8563995361,11.42029953,594.0,EU,DE,DE-ST,Magdeburg,no,EDBC,CSO,,,https://en.wikipedia.org/wiki/Magdeburg-Cochstedt_Airport,
2196,EDBH,small_airport,Barth Airport,54.338253,12.710515,23.0,EU,DE,DE-MV,,no,EDBH,BBH,,,https://en.wikipedia.org/wiki/Stralsund%E2%80%93Barth_Airport,
2199,EDBM,medium_airport,"Magdeburg ""City"" Airport",52.073612,11.626389,259.0,EU,DE,DE-ST,Magdeburg,no,EDBM,ZMG,,http://www.edbm.de,https://en.wikipedia.org/wiki/Magdeburg%E2%80%93Cochstedt_Airport,
2743,EDBN,medium_airport,Neubrandenburg Airport,53.6022,13.306,228.0,EU,DE,DE-MV,Neubrandenburg,no,EDBN,FNB,,http://www.flughafen-neubrandenburg.de/,https://en.wikipedia.org/wiki/Neubrandenburg_Airport,
2204,EDCD,closed,Cottbus-Drewitz Airport,51.889442,14.531944,272.0,EU,DE,DE-BR,Cottbus,no,EDCD,CBU,,,https://en.wikipedia.org/wiki/Cottbus-Drewitz_Airport,
28584,EDCG,small_airport,Flugplatz Güttin / Rügen,54.383331,13.325556,69.0,EU,DE,DE-MV,Rügen,no,EDCG,GTI,,,https://en.wikipedia.org/wiki/R%C3%BCgen_Airport,
28622,EDCK,small_airport,Köthen Airport,51.7211112976,11.9527778625,305.0,EU,DE,DE-ST,Köthen,no,EDCK,KOQ,,http://flugplatz-koethen.jimdo.com/,http://de.wikipedia.org/wiki/Flugplatz_K%C3%B6then,
2207,EDCP,small_airport,Peenemünde Airport,54.1577796936,13.774443626399998,7.0,EU,DE,DE-MV,Peenemünde,no,EDCP,PEF,,,https://en.wikipedia.org/wiki/Peenem%C3%BCnde_Airfield,
301881,EDDB,large_airport,Berlin Brandenburg Airport,52.351389,13.493889,157.0,EU,DE,DE-BR,Berlin,yes,EDDB,BER,,https://ber.berlin-airport.de/,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport,
2210,EDDC,large_airport,Dresden Airport,51.1328010559082,13.767200469970703,755.0,EU,DE,DE-SN,Dresden,yes,EDDC,DRS,,http://www.dresden-airport.de/en/index.html,https://en.wikipedia.org/wiki/Dresden_Airport,
2211,EDDE,medium_airport,Erfurt Airport,50.97980117797852,10.958100318908691,1036.0,EU,DE,DE-TH,Erfurt,yes,EDDE,ERF,,http://www.airport-erfurt.de/,https://en.wikipedia.org/wiki/Erfurt_Airport,Flughafen Erfurt
2212,EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Rhein-Main Air Base"
2213,EDDG,large_airport,Münster Osnabrück Airport,52.134601593,7.68483018875,160.0,EU,DE,DE-NW,Münster,yes,EDDG,FMO,,,https://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,
2214,EDDH,large_airport,Hamburg Helmut Schmidt Airport,53.630402,9.98823,53.0,EU,DE,DE-HH,Hamburg,yes,EDDH,HAM,,https://www.hamburg-airport.de/en/,https://en.wikipedia.org/wiki/Hamburg_Airport,Hamburg-Fuhlsbüttel Airport
2215,EDDI,closed,Berlin Tempelhof International Airport,52.473,13.4039,167.0,EU,DE,DE-BE,Berlin,no,EDDI,THF,,,https://en.wikipedia.org/wiki/Tempelhof_International_Airport,BER
2216,EDDK,large_airport,Cologne Bonn Airport,50.8658981323,7.1427397728,302.0,EU,DE,DE-NW,Cologne,yes,EDDK,CGN,,http://www.koeln-bonn-airport.de/en/,https://en.wikipedia.org/wiki/Cologne_Bonn_Airport,Köln
2217,EDDL,large_airport,Düsseldorf Airport,51.289501,6.76678,147.0,EU,DE,DE-NW,Düsseldorf,yes,EDDL,DUS,,http://www.dus.com/dus_en/,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport,
2218,EDDM,large_airport,Munich Airport,48.353802,11.7861,1487.0,EU,DE,DE-BY,Munich,yes,EDDM,MUC,,http://www.munich-airport.com/,https://en.wikipedia.org/wiki/Munich_Airport,"Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß"
2219,EDDN,large_airport,Nuremberg Airport,49.498699,11.078056,1046.0,EU,DE,DE-BY,Nuremberg,yes,EDDN,NUE,,https://www.airport-nuernberg.de/english,https://en.wikipedia.org/wiki/Nuremberg_Airport,Nürnberg
2220,EDDP,large_airport,Leipzig/Halle Airport,51.423889,12.236389,465.0,EU,DE,DE-SN,Leipzig,yes,EDDP,LEJ,,http://www.leipzig-halle-airport.de/en/index.html,https://en.wikipedia.org/wiki/Leipzig/Halle_Airport,Schkeuditz Airport
2221,EDDR,medium_airport,Saarbrücken Airport,49.2145996094,7.10950994492,1058.0,EU,DE,DE-SL,Saarbrücken,yes,EDDR,SCN,,http://www.flughafen-saarbruecken.de/,https://en.wikipedia.org/wiki/Saarbr%C3%BCcken_Airport,
2222,EDDS,large_airport,Stuttgart Airport,48.6898994446,9.22196006775,1276.0,EU,DE,DE-BW,Stuttgart,yes,EDDS,STR,,http://www.flughafen-stuttgart.de/,https://en.wikipedia.org/wiki/Stuttgart_Airport,
2223,EDDT,closed,Berlin-Tegel Otto Lilienthal Airport,52.5597,13.2877,122.0,EU,DE,DE-BE,Berlin,no,EDDT,TXL,,http://www.berlin-airport.de/en/travellers-txl/index.php,https://en.wikipedia.org/wiki/Berlin_Tegel_Airport,"TXL, EDDT, Otto Lilienthal"
2224,EDDV,large_airport,Hannover Airport,52.461101532,9.68507957458,183.0,EU,DE,DE-NI,Hannover,yes,EDDV,HAJ,,,https://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport,
2225,EDDW,large_airport,Bremen Airport,53.0475006104,8.78666973114,14.0,EU,DE,DE-HB,Bremen,yes,EDDW,BRE,,,https://en.wikipedia.org/wiki/Bremen_Airport,
2227,EDFH,medium_airport,Frankfurt-Hahn Airport,49.9487,7.26389,1649.0,EU,DE,DE-RP,Frankfurt am Main,yes,EDFH,HHN,,,https://en.wikipedia.org/wiki/Frankfurt-Hahn_Airport,
2228,EDFM,medium_airport,Mannheim-City Airport,49.473057,8.514167,308.0,EU,DE,DE-BW,Mannheim,yes,EDFM,MHG,,http://www.flugplatz-mannheim.de/,https://en.wikipedia.org/wiki/Mannheim_City_Airport,Mannheim
2232,EDGE,medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,1112.0,EU,DE,DE-TH,Eisenach,no,EDGE,EIB,,http://www.flugplatz-eisenach.de/,http://de.wikipedia.org/wiki/Flugplatz_Eisenach-Kindel,Flugplatz Eisenach-Kindel
2233,EDGS,medium_airport,Siegerland Airport,50.70769882202149,8.082969665527344,1966.0,EU,DE,DE-NW,,no,EDGS,SGE,,,https://en.wikipedia.org/wiki/Siegerland_Airport,
2234,EDHI,medium_airport,Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,23.0,EU,DE,DE-HH,Hamburg,no,EDHI,XFW,,,https://en.wikipedia.org/wiki/Hamburg_Finkenwerder_Airport,
2235,EDHK,medium_airport,Kiel-Holtenau Airport,54.379444,10.145278,102.0,EU,DE,DE-SH,Kiel,no,EDHK,KEL,,,https://en.wikipedia.org/wiki/Kiel-Holtenau_airport,
2236,EDHL,medium_airport,Lübeck Blankensee Airport,53.8054008484,10.7192001343,53.0,EU,DE,DE-SH,Lübeck,yes,EDHL,LBC,,,https://en.wikipedia.org/wiki/L%C3%BCbeck_Airport,
28662,EDHN,small_airport,Neumünster Airport,54.07944488525391,9.941389083862305,72.0,EU,DE,DE-SH,Neumünster,no,EDHN,EUM,,,,
2237,EDJA,medium_airport,Memmingen Allgau Airport,47.9888000488,10.2395000458,2077.0,EU,DE,DE-BY,Memmingen,yes,EDJA,FMM,,,https://en.wikipedia.org/wiki/Memmingen_Airport,
28490,EDKA,small_airport,Aachen-Merzbrück Airport,50.823055,6.186389,623.0,EU,DE,DE-NW,Aachen,no,EDKA,AAH,,https://www.flugplatz-aachen.de,,"Flugplatz Aachen Merzbrück, Segelflug Aachen, Motorflug Aachen"
28532,EDKB,small_airport,Bonn-Hangelar Airport,50.7688903809,7.16333293915,197.0,EU,DE,DE-NW,Bonn,no,EDKB,BNJ,,,http://de.wikipedia.org/wiki/Flugplatz_Bonn/Hangelar,
2241,EDLE,small_airport,Essen Mulheim Airport,51.40230178833008,6.9373297691345215,424.0,EU,DE,DE-NW,,no,EDLE,ESS,,,,
2242,EDLI,small_airport,Bielefeld Airport,51.964722,8.544444,454.0,EU,DE,DE-NW,Bielefeld,no,EDLI,BFE,,http://www.flugplatz-bielefeld.de/,http://de.wikipedia.org/wiki/Flugplatz_Bielefeld,Flugplatz-Windelsbleiche
2243,EDLN,medium_airport,Mönchengladbach Airport,51.230278,6.504444,125.0,EU,DE,DE-NW,Mönchengladbach,no,EDLN,MGL,,,https://en.wikipedia.org/wiki/D%C3%BCsseldorf-M%C3%B6nchengladbach_Airport,
2244,EDLP,medium_airport,Paderborn Lippstadt Airport,51.6141014099,8.616319656369999,699.0,EU,DE,DE-NW,Paderborn,yes,EDLP,PAD,,,https://en.wikipedia.org/wiki/Paderborn_Lippstadt_Airport,
2246,EDLV,medium_airport,Weeze Airport,51.6024017334,6.14216995239,106.0,EU,DE,DE-NW,Weeze,yes,EDLV,NRN,,http://www.airport-weeze.de/de,https://en.wikipedia.org/wiki/Airport_Weeze,"LRC, ETUL, Niederrhein Airport, RAF Laarbruch, Düsseldorf Regional"
2247,EDLW,large_airport,Dortmund Airport,51.51829910279999,7.61223983765,425.0,EU,DE,DE-NW,Dortmund,yes,EDLW,DTM,,,https://en.wikipedia.org/wiki/Dortmund_Airport,
2248,EDMA,medium_airport,Augsburg Airport,48.425278,10.931667,1516.0,EU,DE,DE-BY,Augsburg,no,EDMA,AGB,,https://www.augsburg-airport.de/,https://en.wikipedia.org/wiki/Augsburg_Airport,
2252,EDMO,medium_airport,Oberpfaffenhofen Airport,48.081402,11.2831,1947.0,EU,DE,DE-BY,Weßling,no,EDMO,OBF,,http://www.edmo-airport.de,,Weßling
2253,EDMS,small_airport,Straubing Airport,48.90083312988281,12.516667366027832,1047.0,EU,DE,DE-BY,Straubing,no,EDMS,RBM,,,,
2256,EDNY,medium_airport,Friedrichshafen Airport,47.6712989807,9.51148986816,1367.0,EU,DE,DE-BW,Friedrichshafen,yes,EDNY,FDH,,,https://en.wikipedia.org/wiki/Friedrichshafen_Airport,
2258,EDOP,medium_airport,Schwerin Parchim Airport,53.426998,11.7834,166.0,EU,DE,DE-MV,,no,EDOP,SZW,,,https://en.wikipedia.org/wiki/Parchim_International_Airport,
2261,EDQD,medium_airport,Bayreuth Airport,49.985001,11.64,1601.0,EU,DE,DE-BY,Bayreuth,no,EDQD,BYU,,,https://en.wikipedia.org/wiki/Bindlacher_Berg_Airport,Bindlacher Berg Airport
2262,EDQE,small_airport,Burg Feuerstein Airport,49.794166564941,11.133610725403,1673.0,EU,DE,DE-BY,Ebermannstadt,no,EDQE,URD,,http://www.edqe.de/home/,http://de.wikipedia.org/wiki/Flugplatz_Burg_Feuerstein,
43125,EDQG,small_airport,Giebelstadt Airport,49.6480560303,9.966388702390002,981.0,EU,DE,DE-BY,Giebelstadt,no,EDQG,GHF,,http://www.edqg.de/,https://en.wikipedia.org/wiki/Giebelstadt_Airport,
2263,EDQM,medium_airport,Hof-Plauen Airport,50.288612,11.856389,1959.0,EU,DE,DE-BY,Hof,no,EDQM,HOQ,,,https://en.wikipedia.org/wiki/Hof-Plauen_Airport,
2265,EDRB,small_airport,Bitburg Airport,49.945278,6.565,1220.0,EU,DE,DE-RP,Bitburg,no,EDRB,BBJ,,,https://en.wikipedia.org/wiki/Bitburg_Airport,
2269,EDRZ,small_airport,Zweibrücken Airport,49.2094,7.40056,1132.0,EU,DE,DE-RP,Zweibrücken,no,EDRZ,ZQW,,http://www.edrz-airport.de,https://en.wikipedia.org/wiki/Zweibr%C3%BCcken_Airport,
2270,EDSB,large_airport,Karlsruhe Baden-Baden Airport,48.7793998718,8.08049964905,408.0,EU,DE,DE-BW,Baden-Baden,yes,EDSB,FKB,,http://www.baden-airpark.de/startseite.html,https://en.wikipedia.org/wiki/Baden_Airpark,Baden Airpark
2276,EDTL,medium_airport,Lahr Airport,48.3693008423,7.82772016525,511.0,EU,DE,DE-BW,,no,EDTL,LHA,,http://airport-lahr.de/,https://en.wikipedia.org/wiki/CFB_Lahr,Black Forest Airport
2284,EDVE,medium_airport,Braunschweig-Wolfsburg Airport,52.319199,10.5561,295.0,EU,DE,DE-NI,Braunschweig,no,EDVE,BWE,,http://www.flughafen-braunschweig-wolfsburg.de/,https://en.wikipedia.org/wiki/Braunschweig_Airport,
2285,EDVK,medium_airport,Kassel-Calden Airport,51.417273,9.384967,820.0,EU,DE,DE-HE,Kassel,yes,EDVK,KSF,,http://www.flughafenkassel.de/,https://en.wikipedia.org/wiki/Kassel_Calden_Airport,
2287,EDWB,closed,Bremerhaven Airport,53.506943,8.572778,10.0,EU,DE,DE-HB,Bremerhaven,no,EDWB,BRV,,,https://en.wikipedia.org/wiki/Bremerhaven_Airport,
28636,EDWD,closed,Lemwerder Airport,53.144699,8.62444,20.0,EU,DE,DE-HB,Lemwerder,no,EDWD,XLW,,,https://de.wikipedia.org/wiki/Flugplatz_Lemwerder,
2288,EDWE,small_airport,Emden Airport,53.391109,7.2275,3.0,EU,DE,DE-NI,Emden,yes,EDWE,EME,,,https://en.wikipedia.org/wiki/Emden_Airport,
28751,EDWG,small_airport,Wangerooge Airport,53.78277969360352,7.913888931274414,7.0,EU,DE,DE-NI,Wangerooge,no,EDWG,AGE,,,,
2290,EDWI,small_airport,Wilhelmshaven-Mariensiel Airport,53.502220153808594,8.05222225189209,16.0,EU,DE,DE-NI,Wilhelmshaven,no,EDWI,WVN,,,,
28614,EDWJ,small_airport,Juist Airport,53.68111038208008,7.055832862854004,7.0,EU,DE,DE-NI,Juist,no,EDWJ,JUI,,,,
28632,EDWL,small_airport,Langeoog Airport,53.74250030517578,7.497777938842773,7.0,EU,DE,DE-NI,Langeoog,no,EDWL,LGO,,,,
2291,EDWR,small_airport,Borkum Airport,53.59639,6.709167,3.0,EU,DE,DE-NI,Borkum,yes,EDWR,BMK,,,https://en.wikipedia.org/wiki/Borkum_Airfield,Borkum
28668,EDWS,small_airport,Norden-Norddeich Airport,53.6330566406,7.19027805328,3.0,EU,DE,DE-NI,Norddeich,no,EDWS,NOD,,,,
28744,EDWU,small_airport,Varrelbusch Airport,52.908333,8.040556,128.0,EU,DE,DE-NI,Cloppenburg,no,EDWU,VAC,,http://www.lsv-cloppenburg.de,,
2292,EDWY,small_airport,Norderney Airport,53.706944,7.23,7.0,EU,DE,DE-NI,Norderney,yes,EDWY,NRD,,,,
28520,EDWZ,small_airport,Baltrum Airport,53.72472381591797,7.373332977294922,7.0,EU,DE,DE-NI,Baltrum,no,EDWZ,BMR,,,,
28590,EDXB,small_airport,Heide-Büsum Airport,54.1533317566,8.90166664124,7.0,EU,DE,DE-SH,Büsum,yes,EDXB,HEI,,http://www.edxb.de,https://en.wikipedia.org/wiki/Heide-Buesum_Airport,
2293,EDXF,small_airport,Flensburg-Schäferhaus Airport,54.77333450317383,9.378889083862305,131.0,EU,DE,DE-SH,Flensburg,no,EDXF,FLF,,,,
28591,EDXH,small_airport,Helgoland-Düne Airport,54.1852798462,7.91583299637,8.0,EU,DE,DE-SH,Helgoland,yes,EDXH,HGL,,http://www.flughafen-helgoland.de,https://en.wikipedia.org/wiki/Heligoland_Airport,
2294,EDXJ,small_airport,Husum-Schwesing Airport,54.5099983215,9.13833332062,62.0,EU,DE,DE-SH,Husum,no,EDXJ,QHU,,,https://en.wikipedia.org/wiki/Husum_Schwesing_Airport,
28734,EDXO,small_airport,St. Peter-Ording Airport,54.30888748168945,8.686944007873535,7.0,EU,DE,DE-SH,Sankt Peter-Ording,no,EDXO,PSH,,,,
